Symbol,Strategy,Entry_Time,Exit_Time,Entry_Price,Exit_Price,Position_Size,Return_%,PnL,Side,Duration_Hours
QQQ,Part I Original (Optimized),2025-06-13 09:30:00-04:00,2025-06-13 09:35:00-04:00,529.68,530.11,1,0.08118109046972855,-5.664362823401461,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-06-13 14:30:00-04:00,2025-06-13 14:35:00-04:00,526.9,526.2,1,-0.13285253368758854,-69.72130456801824,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-06-16 09:30:00-04:00,2025-06-16 09:35:00-04:00,531.83,532.22,1,-0.07333170373990949,-8.00362912602941,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-06-17 09:40:00-04:00,2025-06-17 09:45:00-04:00,530.99,531.5,1,0.09604700653496057,-1.2123169142760162,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-06-18 13:30:00-04:00,2025-06-18 13:35:00-04:00,529.16,529.71,1,0.10393831733315206,1.1476874603649776,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-06-23 12:30:00-04:00,2025-06-23 12:35:00-04:00,525.02,525.46,1,0.08380633118738601,-4.870689588897221,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-06-24 09:30:00-04:00,2025-06-24 09:35:00-04:00,537.12,537.26,1,-0.026064938933578752,-22.123587644487998,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-06-25 09:30:00-04:00,2025-06-25 09:35:00-04:00,542.52,543.11,1,-0.10875175108753243,2.586681077751564,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-06-26 09:30:00-04:00,2025-06-26 09:35:00-04:00,542.95,542.48,1,0.08656414034442506,-55.82438078356063,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-06-26 14:10:00-04:00,2025-06-26 14:15:00-04:00,546.24,546.25,1,-0.0018306971294679286,-29.41398174796268,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-06-27 09:30:00-04:00,2025-06-27 09:35:00-04:00,547.49,547.96,1,-0.08584631682770905,-4.2689740175774205,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-06-27 14:35:00-04:00,2025-06-27 14:40:00-04:00,545.41,545.51,1,0.018334830677835257,-24.496887019591668,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-06-30 09:30:00-04:00,2025-06-30 09:35:00-04:00,550.14,550.3,1,-0.02908350601664722,-21.26499704422531,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-07-03 09:30:00-04:00,2025-07-03 09:35:00-04:00,553.98,553.71,1,0.04873822159644492,-44.59053609052353,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-07-03 11:35:00-04:00,2025-07-03 11:40:00-04:00,556.85,557.12,1,-0.048487025231214176,-15.474307818232774,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-07-07 09:30:00-04:00,2025-07-07 09:35:00-04:00,553.13,553.05,1,-0.01446314609586663,-34.363234395208565,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-07-09 09:30:00-04:00,2025-07-09 09:35:00-04:00,555.57,556.16,1,-0.10619723887177468,1.8276607739717292,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-07-10 10:00:00-04:00,2025-07-10 10:05:00-04:00,553.22,553.43,1,0.03795958208305805,-18.632305376166187,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-07-11 09:30:00-04:00,2025-07-11 09:35:00-04:00,553.65,552.76,1,-0.16075137722387778,-78.17610261257869,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-07-14 09:40:00-04:00,2025-07-14 09:45:00-04:00,551.9,553.46,1,0.2826599021561904,54.65328600518478,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-07-15 09:30:00-04:00,2025-07-15 09:35:00-04:00,559.35,559.17,1,0.03218020917137299,-39.6107925250617,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-07-16 09:50:00-04:00,2025-07-16 09:55:00-04:00,554.7,554.77,1,0.012619433928229284,-26.213949974728166,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-07-17 09:50:00-04:00,2025-07-17 09:55:00-04:00,559.29,559.2,1,0.016091830713926836,-34.79784724260753,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-07-21 09:30:00-04:00,2025-07-21 09:35:00-04:00,563.14,563.8,1,-0.11719998579393653,5.124491359634703,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-07-22 09:30:00-04:00,2025-07-22 09:35:00-04:00,562.96,563.34,1,0.06750035526503773,-9.77191473334824,long,0.08333333333333333
QQQ,Part I Original (Optimized),2025-07-24 09:30:00-04:00,2025-07-24 09:35:00-04:00,564.98,564.47,1,0.09026868207724359,-57.04119540721149,long,0.08333333333333333
QQQ,Part I Enhanced,2025-06-11 10:20:00-04:00,2025-06-11 10:25:00-04:00,535.97,536.13,1,0.029852417112885554,-21.032198392873397,long,0.08333333333333333
QQQ,Part I Enhanced,2025-06-13 11:45:00-04:00,2025-06-13 11:50:00-04:00,531.16,531.52,1,0.06777618796596219,-9.67286277495441,long,0.08333333333333333
QQQ,Part I Enhanced,2025-06-18 10:05:00-04:00,2025-06-18 10:10:00-04:00,530.81,531.32,1,0.09607957649631071,-1.20265622279112,long,0.08333333333333333
QQQ,Part I Enhanced,2025-06-24 09:30:00-04:00,2025-06-24 09:35:00-04:00,537.12,537.26,1,0.026064938933578752,-22.13917869465149,long,0.08333333333333333
QQQ,Part I Enhanced,2025-06-26 14:00:00-04:00,2025-06-26 14:05:00-04:00,545.57,545.96,1,-0.07148486903605367,-8.552523042650137,long,0.08333333333333333
QQQ,Part I Enhanced,2025-07-01 14:55:00-04:00,2025-07-01 15:00:00-04:00,547.24,546.87,1,0.06761201666545258,-50.14513097442614,long,0.08333333333333333
QQQ,Part I Enhanced,2025-07-03 11:35:00-04:00,2025-07-03 11:40:00-04:00,556.85,557.12,1,-0.048487025231214176,-15.44443958283955,long,0.08333333333333333
QQQ,Part I Enhanced,2025-07-07 12:10:00-04:00,2025-07-07 12:15:00-04:00,553.61,552.83,1,-0.14089340871732414,-72.14645407745047,long,0.08333333333333333
QQQ,Part I Enhanced,2025-07-10 10:00:00-04:00,2025-07-10 10:05:00-04:00,553.22,553.43,1,-0.03795958208305805,-18.58406737346013,long,0.08333333333333333
QQQ,Part I Enhanced,2025-07-14 15:35:00-04:00,2025-07-14 15:40:00-04:00,556.07,556.01,1,0.01079000845218836,-33.17948323068413,long,0.08333333333333333
QQQ,Part I Enhanced,2025-07-17 13:55:00-04:00,2025-07-17 14:00:00-04:00,562.23,561.92,1,0.05513757714815659,-46.47808274228737,long,0.08333333333333333
QQQ,Part I Enhanced,2025-07-22 12:25:00-04:00,2025-07-22 12:30:00-04:00,560.1,560.36,1,-0.046420282092474174,-16.083997146888578,long,0.08333333333333333
QQQ,Part I Enhanced,2025-07-25 12:05:00-04:00,2025-07-25 12:10:00-04:00,566.67,566.93,1,0.04588208304656671,-16.25273646614005,long,0.08333333333333333
QQQ,Mean Reversion (Optimized),2025-06-11 14:00:00-04:00,2025-06-11 14:05:00-04:00,531.74,532.47,1,0.13728513935382658,11.133223041299061,long,0.08333333333333333
QQQ,Mean Reversion (Optimized),2025-06-13 09:30:00-04:00,2025-06-13 09:35:00-04:00,529.68,530.11,1,0.08118109046972855,-5.663295838312479,long,0.08333333333333333
QQQ,Mean Reversion (Optimized),2025-06-16 09:55:00-04:00,2025-06-16 10:00:00-04:00,533.73,534.16,1,-0.08056507972193927,-5.8456112933236,long,0.08333333333333333
QQQ,Mean Reversion (Optimized),2025-06-23 12:30:00-04:00,2025-06-23 12:35:00-04:00,525.02,525.46,1,0.08380633118738601,-4.877453624034388,long,0.08333333333333333
QQQ,Mean Reversion (Optimized),2025-06-24 09:30:00-04:00,2025-06-24 09:35:00-04:00,537.12,537.26,1,-0.026064938933578752,-22.154311163503735,long,0.08333333333333333
QQQ,Mean Reversion (Optimized),2025-06-30 09:30:00-04:00,2025-06-30 09:35:00-04:00,550.14,550.3,1,-0.02908350601664722,-21.262113427223085,long,0.08333333333333333
QQQ,Mean Reversion (Optimized),2025-07-03 09:30:00-04:00,2025-07-03 09:35:00-04:00,553.98,553.71,1,0.04873822159644492,-44.584489438933815,long,0.08333333333333333
QQQ,Mean Reversion (Optimized),2025-07-07 09:30:00-04:00,2025-07-07 09:35:00-04:00,553.13,553.05,1,-0.01446314609586663,-34.34297499098466,long,0.08333333333333333
QQQ,Mean Reversion (Optimized),2025-07-09 09:30:00-04:00,2025-07-09 09:35:00-04:00,555.57,556.16,1,-0.10619723887177468,1.826583246813243,long,0.08333333333333333
QQQ,Mean Reversion (Optimized),2025-07-11 09:40:00-04:00,2025-07-11 09:45:00-04:00,552.37,553.76,1,0.25164292050618986,45.412035540266515,long,0.08333333333333333
QQQ,Mean Reversion (Optimized),2025-07-15 09:40:00-04:00,2025-07-15 09:45:00-04:00,559.42,559.04,1,0.06792749633548478,-50.35969638804818,long,0.08333333333333333
QQQ,Mean Reversion (Optimized),2025-07-21 09:45:00-04:00,2025-07-21 09:50:00-04:00,564.98,564.88,1,0.017699741583776518,-35.33423525032049,long,0.08333333333333333
QQQ,Mean Reversion (Optimized),2025-07-22 09:50:00-04:00,2025-07-22 09:55:00-04:00,559.06,559.34,1,0.05008406968842749,-15.012169123358035,long,0.08333333333333333
QQQ,Momentum Scalping,2025-06-10 14:50:00-04:00,2025-06-10 15:10:00-04:00,533.16,534.59,1,0.26821216895491773,22.753462439590294,long,0.3333333333333333
QQQ,Momentum Scalping,2025-06-11 11:05:00-04:00,2025-06-11 11:10:00-04:00,535.17,535.75,1,-0.10837677747259633,0.7152297960819851,long,0.08333333333333333
QQQ,Momentum Scalping,2025-06-11 13:50:00-04:00,2025-06-11 14:05:00-04:00,533.74,532.47,1,0.2379435680293751,-37.703179175754485,long,0.25
QQQ,Momentum Scalping,2025-06-11 15:55:00-04:00,2025-06-12 09:30:00-04:00,532.45,531.52,1,-0.17466428772655584,-24.59628694042476,long,17.583333333333332
QQQ,Momentum Scalping,2025-06-12 12:25:00-04:00,2025-06-12 12:30:00-04:00,534.12,533.8,1,-0.05991163034525515,-16.722123031717274,long,0.08333333333333333
QQQ,Momentum Scalping,2025-06-13 09:30:00-04:00,2025-06-13 09:35:00-04:00,529.68,530.11,1,-0.08118109046972855,-0.8666745834107132,long,0.08333333333333333
QQQ,Momentum Scalping,2025-06-13 13:15:00-04:00,2025-06-13 13:20:00-04:00,529.97,530.5,1,-0.10000566069776617,-0.01181531581642048,long,0.08333333333333333
QQQ,Momentum Scalping,2025-06-13 14:15:00-04:00,2025-06-13 14:20:00-04:00,528.87,528.54,1,0.06239718645414394,-19.216037309653984,long,0.08333333333333333
QQQ,Momentum Scalping,2025-06-13 14:25:00-04:00,2025-06-13 14:40:00-04:00,527.49,526.37,1,0.2123263000246456,-31.8061963141281,long,0.25
QQQ,Momentum Scalping,2025-06-16 09:30:00-04:00,2025-06-16 09:35:00-04:00,531.83,532.22,1,0.07333170373990949,-0.9037163635948673,long,0.08333333333333333
QQQ,Momentum Scalping,2025-06-17 09:30:00-04:00,2025-06-17 09:35:00-04:00,532.15,532.19,1,-0.007516677628505164,-7.530386293939046,long,0.08333333333333333
QQQ,Momentum Scalping,2025-06-17 09:40:00-04:00,2025-06-17 09:45:00-04:00,530.99,531.5,1,-0.09604700653496057,-0.2979788132242902,long,0.08333333333333333
QQQ,Momentum Scalping,2025-06-17 12:40:00-04:00,2025-06-17 12:50:00-04:00,532.09,531.49,1,0.1127628784604151,-25.063976642873968,long,0.16666666666666666
QQQ,Momentum Scalping,2025-06-17 12:55:00-04:00,2025-06-17 13:00:00-04:00,530.97,531.08,1,-0.020716801325870726,-9.553321078929002,long,0.08333333333333333
QQQ,Momentum Scalping,2025-06-17 13:45:00-04:00,2025-06-17 13:50:00-04:00,529.23,529.37,1,-0.02645352682197899,-8.270392587826791,long,0.08333333333333333
QQQ,Momentum Scalping,2025-06-17 14:00:00-04:00,2025-06-17 14:05:00-04:00,528.65,529.29,1,-0.12106308521706577,2.4336491027752345,long,0.08333333333333333
